id,from,to,subject,body,url,url_obfuscated,label
7899c8a3,hqyjmzpm@yahoo.com,admin@jru.edu,Verify your account immediately,Magandang araw! Pakicheck ang link para sa iyong enrollment details.,https://secure-billings.io/login/verify/update/confirm/dashboard/index,https:[slash][slash]secure-billings[dot]io[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
437e9a58,qwczye@students.jru.edu,student@jru.edu,Remittance Report from Finance Office,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://yahoo.com/verify/session/session/confirm,https:[slash][slash]yahoo[dot]com[slash]verify[slash]session[slash]session[slash]confirm,0
344e3708,rcdifycsyo@jru.edu,support@jru.edu,[AUTO-GENERATED NOTICE] Invoice and Payment Received,Click the link now to proceed.,https://google.com/session/login/update/confirm/login?token=c306b07d0f514cd6715b084efa88499c0f6808943e794d3947b23ae1d1fbadfccaa35942a2c082f4,https:[slash][slash]google[dot]com[slash]session[slash]login[slash]update[slash]confirm[slash]login?token=c306b07d0f514cd6715b084efa88499c0f6808943e794d3947b23ae1d1fbadfccaa35942a2c082f4,0
1775367b,ywkfixofip@outlook.com,faculty@jru.edu,Payment Confirmation Failed,Our system flagged your account for review. Login to verify ownership.,https://secure-billings.io/login/verify/update/confirm/dashboard/index,https:[slash][slash]secure-billings[dot]io[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
209e0a87,hqvzfjhj@students.jru.edu,faculty@jru.edu,Weekly Academic Update,Your account has been successfully updated. No further action is required.,https://facebook.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]facebook[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
013a7040,dtnyggoi@gmail.com,admin@jru.edu,Verify your account immediately,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://billing-update-alert.net/login/update,https:[slash][slash]billing-update-alert[dot]net[slash]login[slash]update,1
4dbb50ac,buweisyahx@yahoo.com,student@jru.edu,Welcome to Jose Rizal University,Please see the attached course schedule and classroom assignment.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
35f2a087,dmhgcb@gmail.com,support@jru.edu,Meeting Schedule Confirmation,Your registration is now confirmed. You can access your portal anytime.,https://facebook.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]facebook[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
032d0e51,npqsjmhvmgry@google.com,admin@jru.edu,Remittance Report from Finance Office,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://gmail.com/confirm/update,https:[slash][slash]gmail[dot]com[slash]confirm[slash]update,0
33a49caf,wehuxakzopl@gmail.com,faculty@jru.edu,Classroom Schedule Adjustment Notice,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://microsoft.com/verify/update,https:[slash][slash]microsoft[dot]com[slash]verify[slash]update,0
7b0fdb31,vzemyztokg@notify-center.co,student@jru.edu,Your mailbox storage is full,We have detected suspicious login attempts. Confirm your identity immediately by accessing the link below.,https://secure-jru-login.com/update/login/session/session,https:[slash][slash]secure-jru-login[dot]com[slash]update[slash]login[slash]session[slash]session,1
3cf61a64,uapzzc@microsoft.com,student@jru.edu,Unusual Login Attempt Detected,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://secure-jru-login.com/verify/update,https:[slash][slash]secure-jru-login[dot]com[slash]verify[slash]update,1
f9767865,jpevh@outlook.com,faculty@jru.edu,Urgent: Update Billing Information,Our system flagged your account for review. Login to verify ownership.,https://bankupdate.biz/login/verify/update/confirm/dashboard/index,https:[slash][slash]bankupdate[dot]biz[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
e2009c2c,tcfqd@jru.edu,student@jru.edu,Welcome to Jose Rizal University,Your registration is now confirmed. You can access your portal anytime.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
b68247c0,madadxxfe@yahoo.com,support@jru.edu,[AUTO-GENERATED NOTICE] Final Warning: Account Will Be Closed,"Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now.",https://notify-security-center.net/verify/verify/session/verify/verify?token=cac62c2edf5106df931ab1b0b036bb5b47b69fc0fe8f92a399fc36a5fd11479857f2320403321e98,https:[slash][slash]notify-security-center[dot]net[slash]verify[slash]verify[slash]session[slash]verify[slash]verify?token=cac62c2edf5106df931ab1b0b036bb5b47b69fc0fe8f92a399fc36a5fd11479857f2320403321e98,1
563a27cd,okjrp@outlook.com,faculty@jru.edu,Your JRU Portal Access Details,Thank you for attending today’s meeting. Please review the minutes attached.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
8b6c6218,mbndhgs@gmail.com,faculty@jru.edu,Account Suspended: Action Required,Magandang araw! Pakicheck ang link para sa iyong enrollment details.,https://account-verify.net/login/verify/update/confirm/dashboard/index,https:[slash][slash]account-verify[dot]net[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
300b394d,osrzkl@jru.edu,support@jru.edu,Urgent: Update Billing Information,Our system flagged your account for review. Login to verify ownership.,https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
8c609403,cycxeciqae@gmail.com,support@jru.edu,Security Alert: Password Reset Needed,Please reset your password now to secure your data.,https://secure-billings.io/login/verify/update/confirm/dashboard/index,https:[slash][slash]secure-billings[dot]io[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
0d4b680a,skzaix@students.jru.edu,student@jru.edu,Invoice and Payment Received,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://google.com/confirm/confirm,https:[slash][slash]google[dot]com[slash]confirm[slash]confirm,0
a284257f,wedcqyvcgcf@yahoo.com,admin@jru.edu,Remittance Report from Finance Office,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://yahoo.com/update/update/update/verify,https:[slash][slash]yahoo[dot]com[slash]update[slash]update[slash]update[slash]verify,0
7be32242,ganwezu@jru.edu,faculty@jru.edu,Meeting Schedule Confirmation,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://students.jru.edu/login/verify/update,https:[slash][slash]students[dot]jru[dot]edu[slash]login[slash]verify[slash]update,0
3879c620,gdkcbl@outlook.com,admin@jru.edu,Payment Confirmation Failed,random text error 404,https://account-verify.net/login/verify/update/confirm/dashboard/index,https:[slash][slash]account-verify[dot]net[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
ac427003,qekbsldzj@jru.edu,student@jru.edu,Security Alert: Password Reset Needed,We have detected suspicious login attempts. Confirm your identity immediately.,https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
ac554bee,srrwey@jru.edu,admin@jru.edu,Payment Confirmation Failed,Your payment could not be processed. Click the link to update your billing info.,https://bankupdate.biz/login/verify/update/confirm/dashboard/index,https:[slash][slash]bankupdate[dot]biz[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
9f9b7285,sjmkiozyoc@jru.edu,support@jru.edu,Meeting Schedule Confirmation,Please see the attached course schedule and classroom assignment.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
f9afa83c,bdwdh@outlook.com,faculty@jru.edu,Verify your account immediately,"May issue po sa account mo, pakiverify agad bago ma-suspend.",https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
9c280ea9,bfubng@google.com,faculty@jru.edu,CLASSROOM SCHEDULE ADJUSTMENT NOTICE!!!!,"This is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference. This is to acknowledge your successful
payment. Attached in the system is your electronic receipt for reference. This
is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference. This is to acknowledge your successful
payment. Attached in the system is your electronic receipt for reference. This
is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference. This is to acknowledge your successful
payment. Attached in the system is your electronic receipt for reference. This
is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference. This is to acknowledge your successful
payment. Attached in the system is your electronic receipt for reference. This
is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference. This is to acknowledge your successful
payment. Attached in the system is your electronic receipt for reference. This
is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference. This is to acknowledge your successful
payment. Attached in the system is your electronic receipt for reference. This
is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference. This is to acknowledge your successful
payment. Attached in the system is your electronic receipt for reference. This
is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference. This is to acknowledge your successful
payment. Attached in the system is your electronic receipt for reference. This
is to acknowledge your successful payment. Attached in the system is your
electronic receipt for reference.",https://jru.edu/verify/session/update/confirm/confirm?token=e6f1aba30632a07dd5fc59052541db19e56943567fcfe7b192e0953073291b2e86356b310895ff07,https:[slash][slash]jru[dot]edu[slash]verify[slash]session[slash]update[slash]confirm[slash]confirm?token=e6f1aba30632a07dd5fc59052541db19e56943567fcfe7b192e0953073291b2e86356b310895ff07,0
d8482967,bimhg@jru.edu,support@jru.edu,Payment Confirmation Failed,Please reset your password now to secure your data.,https://secure-billings.io/login/verify/update/confirm/dashboard/index,https:[slash][slash]secure-billings[dot]io[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
6ae4b2d7,zwtxn@jru.edu,faculty@jru.edu,Security Alert: Password Reset Needed,Our system flagged your account for review. Login to verify ownership.,https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
474f5f61,sgdrwqynm@students.jru.edu,admin@jru.edu,Urgent: Update Billing Information,Please reset your password now to secure your data.,https://account-verify.net/login/verify/update/confirm/dashboard/index,https:[slash][slash]account-verify[dot]net[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
f7e1976c,xcdhyauf@secure-alert-info.xyz,student@jru.edu,Account Suspended: Action Required,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://billing-update-alert.net/update/session/confirm/session,https:[slash][slash]billing-update-alert[dot]net[slash]update[slash]session[slash]confirm[slash]session,1
68f77362,rrqsttu@jru.edu,support@jru.edu,Urgent: Update Billing Information,We have detected suspicious login attempts. Confirm your identity immediately.,https://secure-billings.io/login/verify/update/confirm/dashboard/index,https:[slash][slash]secure-billings[dot]io[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
7dceec6f,uvqxq@outlook.com,faculty@jru.edu,Urgent: Update Billing Information,Our system flagged your account for review. Login to verify ownership.,https://bankupdate.biz/login/verify/update/confirm/dashboard/index,https:[slash][slash]bankupdate[dot]biz[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
ae236333,gnmba@yahoo.com,admin@jru.edu,Your JRU Portal Access Details,Good day! This is your official receipt for the payment received from JRU.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
ed4d29ff,qbrohjctg@students.jru.edu,admin@jru.edu,Payment Confirmation Failed,Salamat po sa paggamit ng JRU portal. Ingat lagi!,https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
16679422,rjynyrpm@gmail.com,support@jru.edu,Payment Confirmation Failed,"Dear user, we noticed unusual activity. Please verify your account at the link below to avoid suspension.",https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
74ba56b7,vgjuzot@gmail.com,admin@jru.edu,Your JRU Portal Access Details,Thank you for attending today’s meeting. Please review the minutes attached.,https://facebook.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]facebook[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
b6f81277,ddocskrsu@notify-center.co,student@jru.edu,Unusual Login Attempt Detected,Your mailbox has exceeded the storage limit. Log in through the link below to increase your storage and avoid losing important messages.,https://login-security-check.net/update/confirm,https:[slash][slash]login-security-check[dot]net[slash]update[slash]confirm,1
0ecc4699,hqrurjoqm@students.jru.edu,admin@jru.edu,Invoice and Payment Received,Good day! This is your official receipt for the payment received from JRU.,https://facebook.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]facebook[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
ea846bfe,cxulbmnrwz@jru.edu,student@jru.edu,Your JRU Portal Access Details,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://microsoft.com/confirm/login/session,https:[slash][slash]microsoft[dot]com[slash]confirm[slash]login[slash]session,0
b011df95,tfhmml@gmail.com,faculty@jru.edu,Welcome to Jose Rizal University,Your account has been successfully updated. No further action is required.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
316ff5e8,yyfik@yahoo.com,admin@jru.edu,Payment Confirmation Failed,Our system flagged your account for review. Login to verify ownership.,https://bankupdate.biz/login/verify/update/confirm/dashboard/index,https:[slash][slash]bankupdate[dot]biz[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
89fff6ab,mwaxgtc@google.com,admin@jru.edu,Your JRU Portal Access Details,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://google.com/update/confirm,https:[slash][slash]google[dot]com[slash]update[slash]confirm,0
4392ed51,vloenbtvd@outlook.com,faculty@jru.edu,Urgent: Update Billing Information,Your mailbox has exceeded the storage limit. Log in through the link below to increase your storage and avoid losing important messages.,https://notify-security-center.net/update/verify/session/confirm,https:[slash][slash]notify-security-center[dot]net[slash]update[slash]verify[slash]session[slash]confirm,1
231b8b23,hlbhmqy@jru.edu,admin@jru.edu,Invoice and Payment Received,Your registration is now confirmed. You can access your portal anytime.,https://facebook.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]facebook[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
87ff9ebe,teuiqitn@jru.edu,support@jru.edu,Urgent: Update Billing Information,Your payment could not be processed. Click the link to update your billing info.,https://secure-billings.io/login/verify/update/confirm/dashboard/index,https:[slash][slash]secure-billings[dot]io[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
7630207e,anedmecjtg@jru.edu,student@jru.edu,Verify your account immediately,Salamat po sa paggamit ng JRU portal. Ingat lagi!,https://account-verify.net/login/verify/update/confirm/dashboard/index,https:[slash][slash]account-verify[dot]net[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
d322a976,aavwfykiz@students.jru.edu,support@jru.edu,Payment Confirmation Failed,Please reset your password now to secure your data.,https://bankupdate.biz/login/verify/update/confirm/dashboard/index,https:[slash][slash]bankupdate[dot]biz[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
39cca524,daorxcjdcqg@jru.edu,support@jru.edu,Verify your account immediately,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://support-jru-secure.com/update/update/update/confirm,https:[slash][slash]support-jru-secure[dot]com[slash]update[slash]update[slash]update[slash]confirm,1
767962b8,jssysjdnpj@outlook.com,faculty@jru.edu,Your JRU Portal Access Details,Please see the attached course schedule and classroom assignment.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
96f93029,niuwmyw@google.com,support@jru.edu,VERIFY YOUR ACCOUNT IMMEDIATELY!!!!,"Your mailbox has exceeded the storage limit. Log in through the link below to
increase your storage and avoid losing important messages. Your mailbox has
exceeded the storage limit. Log in through the link below to increase your
storage and avoid losing important messages. Your mailbox has exceeded the
storage limit. Log in through the link below to increase your storage and avoid
losing important messages. Your mailbox has exceeded the storage limit. Log in
through the link below to increase your storage and avoid losing important
messages. Your mailbox has exceeded the storage limit. Log in through the link
below to increase your storage and avoid losing important messages. Your mailbox
has exceeded the storage limit. Log in through the link below to increase your
storage and avoid losing important messages. Your mailbox has exceeded the
storage limit. Log in through the link below to increase your storage and avoid
losing important messages. Your mailbox has exceeded the storage limit. Log in
through the link below to increase your storage and avoid losing important
messages. Your mailbox has exceeded the storage limit. Log in through the link
below to increase your storage and avoid losing important messages. Your mailbox
has exceeded the storage limit. Log in through the link below to increase your
storage and avoid losing important messages.",https://account-verify.net/confirm/update/confirm/session/confirm?token=1c7bef47360c09bb9ef2f1dd3055274ac10871409ea7b1fb13075665f3d73f57c30ff007b4c55a73,https:[slash][slash]account-verify[dot]net[slash]confirm[slash]update[slash]confirm[slash]session[slash]confirm?token=1c7bef47360c09bb9ef2f1dd3055274ac10871409ea7b1fb13075665f3d73f57c30ff007b4c55a73,1
c8639b10,hlswoegy@gmail.com,faculty@jru.edu,[AUTO-GENERATED NOTICE] Final Warning: Account Will Be Closed,"Your mailbox has exceeded the storage limit. Log in through the link below to
increase your storage and avoid losing important messages. Your mailbox has
exceeded the storage limit. Log in through the link below to increase your
storage and avoid losing important messages. Your mailbox has exceeded the
storage limit. Log in through the link below to increase your storage and avoid
losing important messages. Your mailbox has exceeded the storage limit. Log in
through the link below to increase your storage and avoid losing important
messages. Your mailbox has exceeded the storage limit. Log in through the link
below to increase your storage and avoid losing important messages. Your mailbox
has exceeded the storage limit. Log in through the link below to increase your
storage and avoid losing important messages. Your mailbox has exceeded the
storage limit. Log in through the link below to increase your storage and avoid
losing important messages. Your mailbox has exceeded the storage limit. Log in
through the link below to increase your storage and avoid losing important
messages. Your mailbox has exceeded the storage limit. Log in through the link
below to increase your storage and avoid losing important messages. Your mailbox
has exceeded the storage limit. Log in through the link below to increase your
storage and avoid losing important messages. Your mailbox has exceeded the
storage limit. Log in through the link below to increase your storage and avoid
losing important messages. Your mailbox has exceeded the storage limit. Log in
through the link below to increase your storage and avoid losing important
messages. Your mailbox has exceeded the storage limit. Log in through the link
below to increase your storage and avoid losing important messages. Your mailbox
has exceeded the storage limit. Log in through the link below to increase your
storage and avoid losing important messages. Your mailbox has exceeded the
storage limit. Log in through the link below to increase your storage and avoid
losing important messages. Your mailbox has exceeded the storage limit. Log in
through the link below to increase your storage and avoid losing important
messages. Your mailbox has exceeded the storage limit. Log in through the link
below to increase your storage and avoid losing important messages. Your mailbox
has exceeded the storage limit. Log in through the link below to increase your
storage and avoid losing important messages.",https://account-verify.net/update/update/confirm/verify/update?token=47893676cd0fb38005883d743df73c72cd8c7a7fa6c90c8d67e1780efdd956889dce59890e6d8ff5,https:[slash][slash]account-verify[dot]net[slash]update[slash]update[slash]confirm[slash]verify[slash]update?token=47893676cd0fb38005883d743df73c72cd8c7a7fa6c90c8d67e1780efdd956889dce59890e6d8ff5,1
8aaded40,xlkegv@gmail.com,admin@jru.edu,Verify your account immediately,"Dear user, we noticed unusual activity. Please verify your account at the link below to avoid suspension.",https://account-verify.net/login/verify/update/confirm/dashboard/index,https:[slash][slash]account-verify[dot]net[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
a21cc187,ohhsdclvmca@gmail.com,support@jru.edu,Remittance Report from Finance Office,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://outlook.com/verify/login,https:[slash][slash]outlook[dot]com[slash]verify[slash]login,0
6f2b110f,uxaecuv@jru.edu,support@jru.edu,Invoice and Payment Received,Your registration is now confirmed. You can access your portal anytime.,https://facebook.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]facebook[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
3312cfa7,oqpqmbeewg@yahoo.com,support@jru.edu,Your JRU Portal Access Details,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://students.jru.edu/session/session/verify/confirm,https:[slash][slash]students[dot]jru[dot]edu[slash]session[slash]session[slash]verify[slash]confirm,0
56d37f93,vrgmunc@students.jru.edu,admin@jru.edu,Your JRU Portal Access Details,Good day! This is your official receipt for the payment received from JRU.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
2471a698,gxateqxjok@microsoft.com,student@jru.edu,MEETING SCHEDULE CONFIRMATION!!!!,"Please be informed that your class schedule has been updated. Kindly check the
official JRU portal for the latest details. Please be informed that your class
schedule has been updated. Kindly check the official JRU portal for the latest
details. Please be informed that your class schedule has been updated. Kindly
check the official JRU portal for the latest details. Please be informed that
your class schedule has been updated. Kindly check the official JRU portal for
the latest details. Please be informed that your class schedule has been
updated. Kindly check the official JRU portal for the latest details. Please be
informed that your class schedule has been updated. Kindly check the official
JRU portal for the latest details. Please be informed that your class schedule
has been updated. Kindly check the official JRU portal for the latest details.
Please be informed that your class schedule has been updated. Kindly check the
official JRU portal for the latest details. Please be informed that your class
schedule has been updated. Kindly check the official JRU portal for the latest
details. Please be informed that your class schedule has been updated. Kindly
check the official JRU portal for the latest details. Please be informed that
your class schedule has been updated. Kindly check the official JRU portal for
the latest details.",https://jru.edu/login/session/session/confirm/confirm?token=ef218f2550b69f9f00c10e0bb05038b559aad6930b6fcd816588dc76a5fa1400af6cced20af7af89,https:[slash][slash]jru[dot]edu[slash]login[slash]session[slash]session[slash]confirm[slash]confirm?token=ef218f2550b69f9f00c10e0bb05038b559aad6930b6fcd816588dc76a5fa1400af6cced20af7af89,0
714a45af,zjriristv@microsoft.com,admin@jru.edu,[AUTO-GENERATED NOTICE] Weekly Academic Update,"We would like to remind you about your upcoming consultation and scheduled
academic advising session with your program head. We would like to remind you
about your upcoming consultation and scheduled academic advising session with
your program head. We would like to remind you about your upcoming consultation
and scheduled academic advising session with your program head. We would like to
remind you about your upcoming consultation and scheduled academic advising
session with your program head. We would like to remind you about your upcoming
consultation and scheduled academic advising session with your program head. We
would like to remind you about your upcoming consultation and scheduled academic
advising session with your program head. We would like to remind you about your
upcoming consultation and scheduled academic advising session with your program
head. We would like to remind you about your upcoming consultation and scheduled
academic advising session with your program head. We would like to remind you
about your upcoming consultation and scheduled academic advising session with
your program head. We would like to remind you about your upcoming consultation
and scheduled academic advising session with your program head. We would like to
remind you about your upcoming consultation and scheduled academic advising
session with your program head. We would like to remind you about your upcoming
consultation and scheduled academic advising session with your program head. We
would like to remind you about your upcoming consultation and scheduled academic
advising session with your program head.",https://yahoo.com/login/verify/verify/login/verify?token=46b0a5a571d2a610463c747a209c80da3a084b8142acac5d7e31d264fd5c2b07078ffe55d3e0fbd2,https:[slash][slash]yahoo[dot]com[slash]login[slash]verify[slash]verify[slash]login[slash]verify?token=46b0a5a571d2a610463c747a209c80da3a084b8142acac5d7e31d264fd5c2b07078ffe55d3e0fbd2,0
5c06905d,lolkpmtkpx@jru.edu,support@jru.edu,Meeting Schedule Confirmation,Thank you for attending today’s meeting. Please review the minutes attached.,https://facebook.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]facebook[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
dc3b7287,hmcwwdelqgr@outlook.com,support@jru.edu,Welcome to Jose Rizal University,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://yahoo.com/session/session,https:[slash][slash]yahoo[dot]com[slash]session[slash]session,0
584526a4,mqgzdwgpxm@billing-update.info,student@jru.edu,Verify your account immediately,Your mailbox has exceeded the storage limit. Log in through the link below to increase your storage and avoid losing important messages.,https://verify-portal-access.net/confirm/update/session,https:[slash][slash]verify-portal-access[dot]net[slash]confirm[slash]update[slash]session,1
a3160762,tpgog@yahoo.com,support@jru.edu,Account Suspended: Action Required,We have detected suspicious login attempts. Confirm your identity immediately.,https://secure-billings.io/login/verify/update/confirm/dashboard/index,https:[slash][slash]secure-billings[dot]io[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
71ab8b6e,weheohat@students.jru.edu,faculty@jru.edu,Your JRU Portal Access Details,Thank you for attending today’s meeting. Please review the minutes attached.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
ce825fbc,qhmtnddks@students.jru.edu,student@jru.edu,Security Alert: Password Reset Needed,Magandang araw! Pakicheck ang link para sa iyong enrollment details.,https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
168484c6,tjgpx@students.jru.edu,student@jru.edu,Weekly Academic Update,,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
dbdd10b4,fazkwvfxgaw@jru.edu,support@jru.edu,Weekly Academic Update,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://gmail.com/login/confirm/session,https:[slash][slash]gmail[dot]com[slash]login[slash]confirm[slash]session,0
961bbe48,gehzhxc@portal-support-help.biz,student@jru.edu,Account Suspended: Action Required,Your mailbox has exceeded the storage limit. Log in through the link below to increase your storage and avoid losing important messages.,https://login-security-check.net/session/session,https:[slash][slash]login-security-check[dot]net[slash]session[slash]session,1
822a3ccb,rmfznifhcq@outlook.com,support@jru.edu,Urgent: Update Billing Information,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://verify-portal-access.net/login/confirm/verify/verify,https:[slash][slash]verify-portal-access[dot]net[slash]login[slash]confirm[slash]verify[slash]verify,1
